time,place,latitude,longitude,mag,country,sub_continent,continent
1974-11-29T22:27:26.800Z,"38 km ESE of La Puerta de San José, Argentina",-27.723,-66.677,5.5,Argentina,Southern America,South America
1974-11-29T22:05:22.400Z,"Izu Islands, Japan region",30.698,138.319,6.1,Japan,Eastern Asia,Asia
1974-11-29T09:49:15.400Z,"8 km ESE of Isangel, Vanuatu",-19.563,169.362,5.5,Vanuatu,Melanesia,Oceania
1974-11-28T00:23:40.800Z,"35 km ESE of Port-Olry, Vanuatu",-15.207,167.355,5.8,Vanuatu,Melanesia,Oceania
1974-11-27T18:45:12.500Z,"148 km W of Panguna, Papua New Guinea",-6.1,154.159,6.1,Papua New Guinea,Melanesia,Oceania
1974-11-25T06:02:42.600Z,Banda Sea,-6.863,129.446,5.5,Timor-Leste,South-eastern Asia,Asia
1974-11-22T16:25:34.480Z,"217km S of Estacion Coahuila, B.C., MX",30.25,-114.8,5.55,Mexico,Central America,North America
1974-11-20T13:21:41.200Z,Southwestern Atlantic Ocean,-53.566,-28.345,6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-11-20T04:14:46.900Z,"7 km ENE of Port-Olry, Vanuatu",-15.023,167.139,6.9,Vanuatu,Melanesia,Oceania
1974-11-19T05:07:56.000Z,"55 km SSW of Kavieng, Papua New Guinea",-3.044,150.619,5.6,Papua New Guinea,Melanesia,Oceania
1974-11-19T04:58:23.000Z,"New Ireland region, Papua New Guinea",-3.19,150.637,6.1,Papua New Guinea,Melanesia,Oceania
1974-11-19T03:55:18.900Z,"42 km NNE of Namuac, Philippines",18.973,121.311,5.7,Philippines,South-eastern Asia,Asia
1974-11-18T18:03:03.300Z,"Batan Islands region, Philippines",20.565,121.188,5.5,Philippines,South-eastern Asia,Asia
1974-11-16T10:37:08.000Z,"84 km NNW of Tobelo, Indonesia",2.433,127.706,5.6,Indonesia,South-eastern Asia,Asia
1974-11-15T23:32:42.100Z,"14 km ENE of Hasaki, Japan",35.767,140.991,5.8,Japan,Eastern Asia,Asia
1974-11-14T04:48:54.700Z,"72 km S of Kokhanok, Alaska",58.797,-154.62,5.6,United States,Northern America,North America
1974-11-13T16:59:16.500Z,West of Macquarie Island,-57.958,148.284,5.9,Australia,Australia and New Zealand,Oceania
1974-11-12T22:13:25.800Z,"291 km NW of Gorontalo, Indonesia",2.316,121.129,5.8,Indonesia,South-eastern Asia,Asia
1974-11-12T05:59:51.300Z,"14 km N of Chicureo Abajo, Chile",-33.154,-70.623,5.5,Chile,Southern America,South America
1974-11-11T06:29:21.100Z,South of the Fiji Islands,-23.905,-177.56,5.6,Tonga,Polynesia,Oceania
1974-11-11T05:17:51.000Z,"105 km WSW of Adak, Alaska",51.631,-178.11,5.8,United States,Northern America,North America
1974-11-10T04:25:31.800Z,"176 km SSW of Alo, Wallis and Futuna",-15.859,-178.51,6.1,Wallis and Futuna,Polynesia,Oceania
1974-11-09T19:10:55.200Z,"55 km WSW of Labuan, Indonesia",-6.498,105.342,6.1,Indonesia,South-eastern Asia,Asia
1974-11-09T12:59:49.800Z,"87 km SW of Callao, Peru",-12.5,-77.786,7.2,Peru,Southern America,South America
1974-11-09T10:40:38.400Z,South Sandwich Islands region,-56.166,-26.746,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1974-11-08T21:23:21.800Z,"21 km SE of Tomakomai, Japan",42.489,141.78,6,Japan,Eastern Asia,Asia
1974-11-02T22:19:05.200Z,"89 km NNW of Hihifo, Tonga",-15.182,-174.052,5.6,Tonga,Polynesia,Oceania
1974-11-02T04:59:56.700Z,"Novaya Zemlya, Russia",70.817,54.063,6.7,Russia,Eastern Europe,Europe
1974-10-30T16:07:33.200Z,"42 km S of Yudomari, Japan",29.85,130.433,5.8,Japan,Eastern Asia,Asia
1974-10-29T03:14:14.600Z,Banda Sea,-6.88,129.463,6.5,Timor-Leste,South-eastern Asia,Asia
1974-10-27T10:30:38.800Z,"8 km N of Luganville, Vanuatu",-15.447,167.176,6.3,Vanuatu,Melanesia,Oceania
1974-10-25T03:19:07.700Z,"216 km S of Kokopo, Papua New Guinea",-6.305,152.284,5.7,Papua New Guinea,Melanesia,Oceania
1974-10-25T00:05:34.100Z,"15 km W of El Ramal (Porvenir), Mexico",15.84,-93.09,5.5,Mexico,Central America,North America
1974-10-23T11:26:36.200Z,West of Macquarie Island,-54.179,143.725,5.6,Australia,Australia and New Zealand,Oceania
1974-10-23T06:14:54.000Z,"282 km SW of Panguna, Papua New Guinea",-8.42,154.034,7.2,Papua New Guinea,Melanesia,Oceania
1974-10-22T12:06:11.200Z,"271 km SW of Grindavík, Iceland",62.087,-26.17,5.6,Iceland,Northern Europe,Europe
1974-10-21T12:48:13.600Z,"148 km SE of Mil’kovo, Russia",53.929,160.482,5.7,Russia,Eastern Europe,Europe
1974-10-21T04:12:29.400Z,"220 km E of Levuka, Fiji",-17.909,-178.612,6,Wallis and Futuna,Polynesia,Oceania
1974-10-20T19:39:31.100Z,"89 km WSW of Panguna, Papua New Guinea",-6.594,154.721,5.8,Papua New Guinea,Melanesia,Oceania
1974-10-20T15:27:39.600Z,"83 km WSW of Panguna, Papua New Guinea",-6.595,154.785,5.7,Papua New Guinea,Melanesia,Oceania
1974-10-19T06:45:17.000Z,"115 km SE of Gorontalo, Indonesia",-0.149,123.848,5.5,Indonesia,South-eastern Asia,Asia
1974-10-18T17:17:44.300Z,Pacific-Antarctic Ridge,-55.385,-128.776,5.5,Pitcairn,Polynesia,Oceania
1974-10-16T17:30:34.700Z,"63 km ENE of Finschhafen, Papua New Guinea",-6.324,148.375,5.7,Papua New Guinea,Melanesia,Oceania
1974-10-16T09:29:49.000Z,"166 km ENE of Miyako, Japan",40.338,143.67,5.6,Japan,Eastern Asia,Asia
1974-10-16T06:32:57.500Z,"92 km SSE of Kurchatov, Kazakhstan",49.972,78.968,5.5,Kazakhstan,Central Asia,Asia
1974-10-16T05:45:09.800Z,Reykjanes Ridge,52.636,-32.07,6.9,Greenland,Northern America,North America
1974-10-15T21:27:42.500Z,"Kermadec Islands, New Zealand",-30.706,-178.006,5.7,Tonga,Polynesia,Oceania
1974-10-15T01:16:47.100Z,"183 km NE of Miyako, Japan",40.628,143.677,5.5,Japan,Eastern Asia,Asia
1974-10-14T14:11:41.100Z,"180 km NE of Miyako, Japan",40.572,143.675,5.7,Japan,Eastern Asia,Asia
1974-10-13T02:34:53.100Z,Molucca Sea,0.52,125.989,5.5,Indonesia,South-eastern Asia,Asia
1974-10-12T06:14:51.500Z,"168 km NE of Miyako, Japan",40.506,143.575,6,Japan,Eastern Asia,Asia
1974-10-11T08:33:52.300Z,West of Macquarie Island,-60.748,153.931,6.1,Australia,Australia and New Zealand,Oceania
1974-10-11T07:43:27.300Z,Central East Pacific Rise,-13.277,-112.303,5.6,Chile,Southern America,South America
1974-10-10T21:32:10.600Z,"48 km WSW of Pagar Alam, Indonesia",-4.139,102.827,6,Indonesia,South-eastern Asia,Asia
1974-10-10T06:56:49.000Z,"144 km ENE of Hachinohe, Japan",40.929,143.112,6.2,Japan,Eastern Asia,Asia
1974-10-10T06:48:14.000Z,"146 km ENE of Hachinohe, Japan",40.96,143.129,6.2,Japan,Eastern Asia,Asia
1974-10-09T07:32:02.200Z,"185 km ESE of Kuril’sk, Russia",44.724,150.119,6.4,Japan,Eastern Asia,Asia
1974-10-08T09:50:58.100Z,"25 km NW of Saint John’s, Antigua and Barbuda",17.3,-62,7.5,Antigua and Barbuda,Caribbean,North America
1974-10-07T21:52:40.400Z,South Sandwich Islands region,-58.299,-27.371,6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-10-04T22:24:32.700Z,"24 km ENE of Bela, Pakistan",26.288,66.543,5.9,Pakistan,Southern Asia,Asia
1974-10-03T14:21:29.100Z,"77 km WSW of Callao, Peru",-12.265,-77.795,7.6,Peru,Southern America,South America
1974-10-02T02:54:59.700Z,"48 km SW of Sechura, Peru",-5.906,-81.093,5.7,Peru,Southern America,South America
1974-10-01T04:07:26.900Z,"259 km NNE of Fais, Micronesia",12.034,141.115,5.7,Micronesia (Federated States of),Micronesia,Oceania
1974-09-27T05:47:29.400Z,"69 km S of Shikotan, Russia",43.176,146.651,6.7,Russia,Eastern Europe,Europe
1974-09-27T05:26:39.400Z,"83 km NNW of Kod?ri??, Nepal",28.596,85.496,5.6,China,Eastern Asia,Asia
1974-09-27T04:09:01.300Z,"82 km ESE of Mapiripán, Colombia",2.691,-71.418,5.8,Colombia,Southern America,South America
1974-09-27T03:10:07.900Z,"186 km SSE of Katsuura, Japan",33.602,141.128,6.1,Japan,Eastern Asia,Asia
1974-09-26T15:05:00.200Z,"63 km SSW of Rachel, Nevada",37.133,-116.068,5.6,United States,Northern America,North America
1974-09-23T19:28:17.200Z,"64 km NNE of Lastoursville, Gabon",-0.278,12.917,6.2,Gabon,Middle Africa,Africa
1974-09-21T15:54:59.100Z,"101 km SSW of Paratunka, Russia",52.173,157.506,5.8,Russia,Eastern Europe,Europe
1974-09-21T12:40:22.100Z,"283 km SSW of ‘Ohonua, Tonga",-23.708,-175.978,6.3,Tonga,Polynesia,Oceania
1974-09-21T05:55:57.600Z,"82 km NW of Arrowtown, New Zealand",-44.374,168.14,5.8,New Zealand,Australia and New Zealand,Oceania
1974-09-21T03:13:05.600Z,Banda Sea,-6.419,128.998,5.5,Indonesia,South-eastern Asia,Asia
1974-09-20T21:20:12.300Z,"22 km ENE of Kainantu, Papua New Guinea",-6.242,146.059,5.8,Papua New Guinea,Melanesia,Oceania
1974-09-20T00:53:01.000Z,"51 km ESE of Kushiro, Japan",42.792,144.954,5.6,Japan,Eastern Asia,Asia
1974-09-18T18:27:21.400Z,"47 km SSW of Banjar, Indonesia",-7.579,107.234,5.5,Indonesia,South-eastern Asia,Asia
1974-09-16T21:55:50.800Z,"117 km S of Severo-Kuril’sk, Russia",49.625,155.944,5.5,Russia,Eastern Europe,Europe
1974-09-16T00:38:15.300Z,"37 km SSW of Maimará, Argentina",-23.935,-65.547,5.6,Argentina,Southern America,South America
1974-09-13T07:53:02.700Z,"109 km SSW of Ust’-Kamchatsk Staryy, Russia",55.289,161.973,5.8,Russia,Eastern Europe,Europe
1974-09-12T22:56:22.200Z,South Sandwich Islands region,-58.646,-25.232,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1974-09-11T19:16:17.200Z,"41 km NW of Maumere, Indonesia",-8.365,121.937,5.8,Indonesia,South-eastern Asia,Asia
1974-09-10T21:06:07.900Z,"Kermadec Islands, New Zealand",-30.431,-177.806,5.5,Tonga,Polynesia,Oceania
1974-09-08T14:54:32.400Z,South Sandwich Islands region,-56.331,-26.763,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1974-09-08T05:17:27.500Z,"198 km ENE of Kokopo, Papua New Guinea",-3.685,153.934,5.7,Papua New Guinea,Melanesia,Oceania
1974-09-08T05:13:11.600Z,"97 km E of Port-Olry, Vanuatu",-14.911,167.966,5.5,Vanuatu,Melanesia,Oceania
1974-09-07T20:43:11.500Z,"260 km SSW of Kroya, Indonesia",-9.815,108.356,6.5,Indonesia,South-eastern Asia,Asia
1974-09-07T19:40:52.200Z,"52 km NE of Sainte-Marie, Martinique",15.103,-60.629,5.7,Martinique,Caribbean,North America
1974-09-05T21:17:57.200Z,"68 km WSW of Angoram, Papua New Guinea",-4.287,143.489,5.5,Papua New Guinea,Melanesia,Oceania
1974-09-05T18:33:25.300Z,"41 km S of Jurm, Afghanistan",36.49,70.892,5.6,Afghanistan,Southern Asia,Asia
1974-09-05T13:55:50.500Z,"202 km NE of Lospalos, Timor Leste",-7.253,128.32,5.6,Timor-Leste,South-eastern Asia,Asia
1974-09-04T06:29:16.400Z,"34 km NE of T?j?r?’, Libya",33.134,13.567,5.6,Libya,Northern Africa,Africa
1974-09-03T05:59:41.000Z,"143 km WNW of Puro Pinget, Philippines",18.208,119.125,5.6,Philippines,South-eastern Asia,Asia
1974-09-03T05:55:06.400Z,"142 km WNW of Callaguip, Philippines",18.337,119.171,5.9,Philippines,South-eastern Asia,Asia
1974-09-02T04:33:16.600Z,"81 km SSW of Sungai Penuh, Indonesia",-2.769,101.214,5.7,Indonesia,South-eastern Asia,Asia
1974-08-30T23:29:23.600Z,"Izu Islands, Japan region",30.562,141.94,5.7,Japan,Eastern Asia,Asia
1974-08-30T21:44:20.800Z,"86 km W of Tobelo, Indonesia",1.841,127.238,5.5,Indonesia,South-eastern Asia,Asia
1974-08-30T15:00:00.200Z,"62 km SSW of Rachel, Nevada",37.15,-116.083,5.8,United States,Northern America,North America
1974-08-29T09:59:55.500Z,"Novaya Zemlya, Russia",73.366,55.094,6.4,Russia,Eastern Europe,Europe
1974-08-27T15:20:49.800Z,"51 km ESE of Londres, Argentina",-27.933,-66.667,5.5,Argentina,Southern America,South America
1974-08-27T12:56:03.200Z,"123 km ESE of Nookat, Kyrgyzstan",39.669,73.833,5.9,Kyrgyzstan,Central Asia,Asia
1974-08-25T01:18:39.900Z,"Izu Islands, Japan region",32.049,142.292,5.9,Japan,Eastern Asia,Asia
1974-08-24T10:41:11.200Z,"71 km SSE of Nikolski, Alaska",52.407,-168.273,5.7,United States,Northern America,North America
1974-08-24T02:47:30.100Z,"47 km SSW of Sipí, Colombia",4.28,-76.855,5.9,Colombia,Southern America,South America
1974-08-23T04:50:34.600Z,"127 km NNE of Lospalos, Timor Leste",-7.49,127.505,5.8,Timor-Leste,South-eastern Asia,Asia
1974-08-20T20:45:01.400Z,"138 km ESE of Attu Station, Alaska",52.243,174.972,5.6,Russia,Eastern Europe,Europe
1974-08-18T10:44:12.800Z,"37 km NW of Carahue, Chile",-38.453,-73.431,7.1,Chile,Southern America,South America
1974-08-16T09:41:31.700Z,"92 km WSW of Adak, Alaska",51.498,-177.828,5.8,United States,Northern America,North America
1974-08-15T18:27:29.700Z,"28 km ESE of Molina, Chile",-35.225,-71.002,5.6,Chile,Southern America,South America
1974-08-15T03:35:58.000Z,"95 km NW of Malango, Solomon Islands",-9.053,159.133,5.5,Solomon Islands,Melanesia,Oceania
1974-08-14T17:56:47.000Z,"24 km NW of Mendoza, Argentina",-32.743,-69.015,5.6,Argentina,Southern America,South America
1974-08-14T14:59:58.300Z,"106 km ENE of Mys-Kamennyy, Russia",68.913,75.899,5.5,Russia,Eastern Europe,Europe
1974-08-14T05:34:54.400Z,"110 km WSW of Adak, Alaska",51.561,-178.145,5.7,United States,Northern America,North America
1974-08-13T15:03:14.700Z,"76 km ENE of Kimbe, Papua New Guinea",-5.333,150.794,5.5,Papua New Guinea,Melanesia,Oceania
1974-08-13T14:45:42.000Z,West of Macquarie Island,-55.456,146.261,5.7,Australia,Australia and New Zealand,Oceania
1974-08-13T03:46:20.300Z,"109 km WSW of Adak, Alaska",51.525,-178.112,5.8,United States,Northern America,North America
1974-08-12T02:52:42.400Z,"140 km ENE of Labasa, Fiji",-15.982,-179.405,5.7,Wallis and Futuna,Polynesia,Oceania
1974-08-11T21:21:33.800Z,"117 km E of Kyzyl-Eshme, Kyrgyzstan",39.469,73.629,6.1,Kyrgyzstan,Central Asia,Asia
1974-08-11T20:05:30.100Z,"119 km E of Kyzyl-Eshme, Kyrgyzstan",39.471,73.652,5.8,Kyrgyzstan,Central Asia,Asia
1974-08-11T05:23:52.500Z,"130 km E of Kyzyl-Eshme, Kyrgyzstan",39.415,73.773,5.6,Kyrgyzstan,Central Asia,Asia
1974-08-11T01:13:55.500Z,"134 km E of Kyzyl-Eshme, Kyrgyzstan",39.457,73.83,7.3,Kyrgyzstan,Central Asia,Asia
1974-08-10T11:22:26.400Z,Fiji region,-21.385,-179.158,5.5,Tonga,Polynesia,Oceania
1974-08-09T04:53:30.700Z,"29 km ESE of San Fernando, Peru",-8.482,-74.279,5.6,Peru,Southern America,South America
1974-08-08T19:16:45.900Z,"33 km WNW of Yonakuni, Japan",24.572,122.687,6,Japan,Eastern Asia,Asia
1974-08-06T19:53:59.100Z,South Sandwich Islands region,-55.708,-29.878,5.6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-08-06T18:38:13.100Z,"51 km SSW of ‘Ohonua, Tonga",-21.758,-175.161,5.7,Tonga,Polynesia,Oceania
1974-08-03T18:16:34.000Z,"6 km ENE of Kasukabe, Japan",35.999,139.819,5.6,Japan,Eastern Asia,Asia
1974-08-01T19:57:30.000Z,Southeast Indian Ridge,-41.893,88.344,5.7,French Southern Territories,Eastern Africa,Africa
1974-08-01T07:59:56.900Z,"89 km SE of Old Harbor, Alaska",56.632,-152.265,6,United States,Northern America,North America
1974-08-01T05:55:38.200Z,"94 km SE of Old Harbor, Alaska",56.67,-152.105,6.3,United States,Northern America,North America
1974-08-01T05:07:59.000Z,"97 km SE of Old Harbor, Alaska",56.516,-152.315,6.1,United States,Northern America,North America
1974-08-01T04:59:08.300Z,"298 km ESE of Tadine, New Caledonia",-22.351,170.635,5.6,New Caledonia,Melanesia,Oceania
1974-07-31T02:01:09.000Z,"260 km SSW of Ambon, Indonesia",-5.976,127.591,5.6,Indonesia,South-eastern Asia,Asia
1974-07-30T05:12:40.600Z,"57 km S of Jurm, Afghanistan",36.353,70.763,6.5,Afghanistan,Southern Asia,Asia
1974-07-29T09:28:48.400Z,Kuril Islands,46.333,153.326,5.5,Russia,Eastern Europe,Europe
1974-07-29T07:16:26.100Z,Kuril Islands,46.122,153.092,6.2,Japan,Eastern Asia,Asia
1974-07-29T03:15:16.700Z,Kuril Islands,46.222,153.055,5.8,Japan,Eastern Asia,Asia
1974-07-28T21:49:21.600Z,"159 km NNE of Laikit, Laikit II (Dimembe), Indonesia",2.745,125.671,5.6,Indonesia,South-eastern Asia,Asia
1974-07-28T11:34:59.700Z,Kuril Islands,46.293,153.33,5.9,Russia,Eastern Europe,Europe
1974-07-26T13:01:02.500Z,"28 km S of Amahai, Indonesia",-3.594,128.882,5.6,Indonesia,South-eastern Asia,Asia
1974-07-25T17:17:38.900Z,"213 km SSE of Kokopo, Papua New Guinea",-6.083,153.099,5.5,Papua New Guinea,Melanesia,Oceania
1974-07-24T08:27:35.900Z,,-31.252,-177.802,5.8,Tonga,Polynesia,Oceania
1974-07-24T04:07:33.200Z,South Sandwich Islands region,-55.506,-28.309,5.5,South Georgia and the South Sandwich Islands,Southern America,South America
1974-07-23T10:58:47.500Z,"1 km NW of Isangel, Vanuatu",-19.534,169.272,5.6,Vanuatu,Melanesia,Oceania
1974-07-23T06:45:12.600Z,"78 km SSE of Hihifo, Tonga",-16.624,-173.561,5.5,Tonga,Polynesia,Oceania
1974-07-19T17:45:43.900Z,"67 km WNW of Panguna, Papua New Guinea",-6.065,154.926,5.7,Papua New Guinea,Melanesia,Oceania
1974-07-18T19:21:24.600Z,"Guerrero-Oaxaca border region, Mexico",17.064,-98.351,5.6,Mexico,Central America,North America
1974-07-18T11:04:43.200Z,"84 km NNE of Hihifo, Tonga",-15.218,-173.592,5.9,Tonga,Polynesia,Oceania
1974-07-14T09:37:36.800Z,"39 km ESE of Maumere, Indonesia",-8.724,122.557,5.8,Indonesia,South-eastern Asia,Asia
1974-07-14T02:13:50.400Z,"29 km SSW of Púcuro, Panama",7.745,-77.612,5.9,Panama,Central America,North America
1974-07-13T17:58:41.400Z,"38 km SSW of Boca de Cupé, Panama",7.704,-77.717,5.7,Panama,Central America,North America
1974-07-13T02:20:22.800Z,"35 km NNE of Juradó, Colombia",7.409,-77.662,5.5,Colombia,Southern America,South America
1974-07-13T01:18:22.800Z,"33 km SSW of Boca de Cupé, Panama",7.747,-77.688,7.3,Panama,Central America,North America
1974-07-10T16:00:00.100Z,"64 km NNW of Indian Springs, Nevada",37.068,-116.032,5.7,United States,Northern America,North America
1974-07-08T05:45:37.000Z,"45 km ESE of Hitachi, Japan",36.414,141.104,6,Japan,Eastern Asia,Asia
1974-07-06T14:51:23.600Z,Scotia Sea,-60.763,-38.088,5.6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-07-04T19:30:42.100Z,"220 km SW of Altai, Mongolia",45.136,94.034,6.7,Mongolia,Eastern Asia,Asia
1974-07-03T23:25:09.300Z,Kermadec Islands region,-29.122,-176.11,6.6,Tonga,Polynesia,Oceania
1974-07-02T23:26:26.600Z,Kermadec Islands region,-29.082,-175.954,7.2,Tonga,Polynesia,Oceania
1974-07-01T23:11:14.500Z,Southern Mid-Atlantic Ridge,-22.642,-10.674,5.6,"Saint Helena, Ascension and Tristan da Cunha",Western Africa,Africa
1974-07-01T16:51:51.500Z,"66 km S of Tarija, Bolivia",-22.135,-64.735,5.9,Argentina,Southern America,South America
1974-06-30T12:50:01.600Z,"76 km WNW of Isangel, Vanuatu",-19.16,168.673,5.7,Vanuatu,Melanesia,Oceania
1974-06-30T08:33:46.500Z,"27 km S of Port-Vila, Vanuatu",-17.988,168.287,5.7,Vanuatu,Melanesia,Oceania
1974-06-27T07:46:11.900Z,"49 km SSE of Kokopo, Papua New Guinea",-4.718,152.505,6.1,Papua New Guinea,Melanesia,Oceania
1974-06-27T01:49:08.100Z,"101 km SSE of Shimoda, Japan",33.786,139.2,5.9,Japan,Eastern Asia,Asia
1974-06-26T13:43:35.300Z,Southeast of Easter Island,-36.558,-98.2,5.6,Chile,Southern America,South America
1974-06-26T13:31:24.500Z,Western Indian-Antarctic Ridge,-49.104,124.497,5.5,Australia,Australia and New Zealand,Oceania
1974-06-25T17:22:19.300Z,South Indian Ocean,-26.09,84.28,6.6,Cocos (Keeling) Islands,Australia and New Zealand,Oceania
1974-06-25T08:44:45.300Z,"63 km SE of El Coyul, Mexico",15.444,-95.468,5.6,Mexico,Central America,North America
1974-06-25T05:05:19.000Z,Pacific-Antarctic Ridge,-54.642,-131.616,6.1,Pitcairn,Polynesia,Oceania
1974-06-25T04:13:03.700Z,Mariana Islands region,21.02,144.402,5.5,Northern Mariana Islands,Micronesia,Oceania
1974-06-24T21:35:09.800Z,"48 km NE of Jayapura, Indonesia",-2.28,141.072,5.7,Papua New Guinea,Melanesia,Oceania
1974-06-24T21:20:22.100Z,"52 km WSW of Cantwell, Alaska",63.167,-149.881,5.5,United States,Northern America,North America
1974-06-24T20:34:35.400Z,South Sandwich Islands region,-55.833,-27.451,6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-06-23T06:20:50.300Z,"86 km SSE of Panguna, Papua New Guinea",-7.007,155.843,5.5,Papua New Guinea,Melanesia,Oceania
1974-06-22T08:12:47.500Z,Easter Island region,-22.065,-113.589,5.9,Chile,Southern America,South America
1974-06-19T02:55:19.700Z,Southwest Indian Ridge,-33.416,56.875,6.6,Réunion,Eastern Africa,Africa
1974-06-15T07:03:00.200Z,"77 km WSW of Xunchang, China",28.273,103.954,5.5,China,Eastern Asia,Asia
1974-06-15T02:37:13.800Z,"Rat Islands, Aleutian Islands, Alaska",52.262,178.791,5.7,Russia,Eastern Europe,Europe
1974-06-14T13:24:40.900Z,Scotia Sea,-60.649,-37.598,5.6,South Georgia and the South Sandwich Islands,Southern America,South America
1974-06-12T17:55:08.700Z,"49 km ENE of Borgarnes, Iceland",64.771,-21.045,5.5,Iceland,Northern Europe,Europe
1974-06-12T16:25:47.600Z,"18 km SW of Carúpano, Venezuela",10.563,-63.382,6.1,Venezuela,Southern America,South America
1974-06-09T14:16:03.700Z,"27 km SW of Sechura, Peru",-5.753,-80.977,5.7,Peru,Southern America,South America
1974-06-07T22:48:48.500Z,"264 km S of Punta de Burica, Panama",5.66,-82.579,5.9,Panama,Central America,North America
1974-06-07T06:47:36.300Z,"172 km WNW of Hihifo, Tonga",-15.443,-175.315,6,Tonga,Polynesia,Oceania
1974-06-06T18:37:07.700Z,Carlsberg Ridge,4.236,66.541,5.5,Maldives,Southern Asia,Asia
1974-06-06T18:15:33.400Z,"192 km W of Kavieng, Papua New Guinea",-2.882,149.087,5.7,Papua New Guinea,Melanesia,Oceania
1974-06-05T11:44:21.100Z,Macquarie Island region,-54.546,158.592,5.5,New Zealand,Australia and New Zealand,Oceania
1974-06-04T04:14:15.900Z,"140 km W of Hihifo, Tonga",-15.847,-175.101,6,Tonga,Polynesia,Oceania
1974-06-02T15:59:51.400Z,"136 km NNE of Laikit, Laikit II (Dimembe), Indonesia",2.681,125.276,5.5,Indonesia,South-eastern Asia,Asia
1974-05-31T14:04:59.900Z,"78 km W of Bahía de Lobos, Mexico",27.226,-111.238,6.3,Mexico,Central America,North America
1974-05-31T03:26:57.400Z,"92 km SSE of Kurchatov, Kazakhstan",49.952,78.844,5.9,Kazakhstan,Central Asia,Asia
1974-05-27T14:01:43.500Z,"27 km SSW of Cordova, Alaska",60.328,-146.016,5.7,United States,Northern America,North America
1974-05-27T04:41:23.600Z,"88 km E of Severo-Kuril’sk, Russia",50.833,157.349,5.6,Russia,Eastern Europe,Europe
1974-05-26T15:24:24.000Z,"88 km W of Port-Vila, Vanuatu",-17.616,167.491,6.2,Vanuatu,Melanesia,Oceania
1974-05-26T05:52:40.200Z,"134 km WNW of Port-Vila, Vanuatu",-17.321,167.124,5.5,Vanuatu,Melanesia,Oceania
1974-05-26T05:47:36.900Z,Fiji region,-20.755,-178.499,5.7,Tonga,Polynesia,Oceania
1974-05-26T01:32:11.200Z,"59 km W of Port-Vila, Vanuatu",-17.699,167.752,6,Vanuatu,Melanesia,Oceania
1974-05-19T21:40:23.100Z,"125 km ESE of Kokopo, Papua New Guinea",-4.89,153.259,5.5,Papua New Guinea,Melanesia,Oceania
1974-05-17T20:55:11.200Z,"3 km SSW of Cibinong, Indonesia",-6.513,106.837,6,Indonesia,South-eastern Asia,Asia
1974-05-17T17:11:50.800Z,"45 km NE of Hirara, Japan",25.141,125.555,5.8,Japan,Eastern Asia,Asia
1974-05-17T15:22:07.400Z,"29 km SSE of Perené, Peru",-11.173,-75.077,6,Peru,Southern America,South America
1974-05-16T23:07:46.600Z,"19 km W of San Juan del Sur, Nicaragua",11.239,-86.046,5.6,Nicaragua,Central America,North America
1974-05-15T18:59:55.900Z,Kuril Islands,50.05,156.113,6.1,Russia,Eastern Europe,Europe
1974-05-15T07:40:03.700Z,"160 km ESE of Kokopo, Papua New Guinea",-4.841,153.63,5.5,Papua New Guinea,Melanesia,Oceania
1974-05-14T06:51:15.400Z,"12 km WNW of Westonaria, South Africa",-26.272,27.533,5.7,South Africa,Southern Africa,Africa
1974-05-13T18:54:32.200Z,"299 km SSW of Pagar Alam, Indonesia",-6.668,102.645,5.6,Indonesia,South-eastern Asia,Asia
1974-05-13T17:40:28.400Z,"44 km S of Jurm, Afghanistan",36.469,70.912,5.5,Afghanistan,Southern Asia,Asia
1974-05-13T11:52:55.900Z,"109 km S of Panguna, Papua New Guinea",-7.304,155.5,5.6,Papua New Guinea,Melanesia,Oceania
1974-05-12T10:05:55.400Z,"136 km ENE of Iquique, Chile",-19.561,-69.046,5.8,Bolivia,Southern America,South America
1974-05-11T20:53:16.000Z,"161 km NW of Ternate, Indonesia",1.875,126.417,5.5,Indonesia,South-eastern Asia,Asia
1974-05-11T13:01:05.400Z,East of the South Sandwich Islands,-57.901,-7.267,5.9,"Saint Helena, Ascension and Tristan da Cunha",Western Africa,Africa
1974-05-11T06:14:08.600Z,Mariana Islands region,19.74,147.274,6.4,Northern Mariana Islands,Micronesia,Oceania
1974-05-11T00:43:44.900Z,"153 km NW of Ternate, Indonesia",1.744,126.381,6,Indonesia,South-eastern Asia,Asia
1974-05-10T19:25:15.000Z,"72 km WSW of Xunchang, China",28.243,104.015,6.8,China,Eastern Asia,Asia
1974-05-10T08:12:05.000Z,Central East Pacific Rise,-4.372,-102.109,6.1,Ecuador,Southern America,South America
1974-05-09T23:56:38.000Z,Prince Edward Islands region,-45.982,35.267,5.9,South Africa,Southern Africa,Africa
1974-05-09T16:07:43.000Z,"194 km E of Tadine, New Caledonia",-21.756,169.747,5.5,New Caledonia,Melanesia,Oceania
